,rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
2503,2504,embrace,v,32690,32.92,0.04,0.0,24526,0.97,4866,4950,1480,3020,3067,5199,4773,5335,39.16,38.49,11.56,23.94,25.92,41.23,39.21,44.54
2504,2505,trade,v,32679,32.91,0.04,0.0,20772,0.96,5014,3901,2623,2602,2445,5348,7976,2770,40.35,30.33,20.48,20.63,20.66,42.41,65.52,23.12
2507,2508,target,v,32627,32.86,0.05,0.01,21435,0.95,4918,4595,1590,4790,609,4736,4969,6420,39.58,35.73,12.41,37.98,5.15,37.56,40.82,53.59
2513,2514,switch,v,32414,32.64,0.06,0.01,23049,0.97,5162,4726,3519,2400,5054,6123,3446,1984,41.54,36.75,27.48,19.03,42.71,48.56,28.31,16.56
2517,2518,perceive,v,32339,32.57,0.02,0.0,18221,0.89,3370,4393,539,1992,1272,2810,1989,15974,27.12,34.16,4.21,15.79,10.75,22.29,16.34,133.35
2526,2527,track,v,32224,32.45,0.04,0.01,23497,0.98,3583,4171,4734,3495,3075,5746,4816,2604,28.84,32.43,36.96,27.71,25.99,45.57,39.56,21.74
2527,2528,respect,v,32224,32.45,0.02,0.0,22999,0.98,5960,5070,4402,4877,2197,3069,3406,3243,47.97,39.42,34.37,38.66,18.57,24.34,27.98,27.07
2530,2531,pose,v,32193,32.42,0.02,0.0,24279,0.96,3428,3949,1362,3459,2042,5685,5000,7268,27.59,30.7,10.63,27.42,17.26,45.09,41.07,60.67
2532,2533,retire,v,32169,32.4,0.03,0.01,21816,0.95,3854,3782,2375,3592,2659,4963,9309,1635,31.02,29.41,18.54,28.48,22.47,39.36,76.46,13.65
2536,2537,secure,v,32084,32.31,0.04,0.0,23007,0.97,3727,5030,2496,2937,2800,5275,4351,5468,30.0,39.11,19.49,23.28,23.66,41.83,35.74,45.65
2537,2538,attach,v,32064,32.29,0.04,0.0,23258,0.97,3805,4855,2208,2417,4527,6962,2774,4516,30.62,37.75,17.24,19.16,38.26,55.21,22.79,37.7
2541,2542,yell,v,32005,32.23,0.05,0.03,19572,0.94,2623,2699,6699,2791,11132,2865,2704,492,21.11,20.99,52.31,22.13,94.08,22.72,22.21,4.11
2554,2555,doubt,v,31736,31.96,0.02,0.0,23578,0.97,6903,5322,4455,2649,5277,2507,2599,2024,55.56,41.38,34.78,21.0,44.6,19.88,21.35,16.9
2555,2556,preserve,v,31701,31.92,0.05,0.0,21754,0.95,3527,4817,1135,2278,1965,6001,4858,7120,28.39,37.45,8.86,18.06,16.61,47.59,39.9,59.44
2564,2565,submit,v,31515,31.74,0.07,0.0,20379,0.94,5902,8834,1107,2079,1119,2985,4128,5361,47.5,68.69,8.64,16.48,9.46,23.67,33.91,44.75
2567,2568,monitor,v,31483,31.7,0.04,0.01,21137,0.95,3154,3802,1670,3100,1487,5268,4426,8576,25.38,29.56,13.04,24.58,12.57,41.78,36.36,71.59
2569,2570,resolve,v,31452,31.67,0.02,0.0,21887,0.96,3638,5097,1095,4107,2070,3955,3965,7525,29.28,39.63,8.55,32.56,17.49,31.37,32.57,62.82
2573,2574,rid,v,31388,31.61,0.02,0.01,22569,0.98,5183,4134,7006,5541,3311,2951,2339,923,41.71,32.14,54.7,43.93,27.98,23.4,19.21,7.71
2578,2579,bind,v,31267,31.49,0.04,0.01,21421,0.96,3520,5763,2342,1902,4733,4580,2741,5686,28.33,44.81,18.29,15.08,40.0,36.32,22.51,47.47
2583,2584,impose,v,31201,31.42,0.01,0.0,19782,0.94,3976,5465,568,3373,908,3607,4606,8698,32.0,42.49,4.43,26.74,7.67,28.61,37.83,72.61
2595,2596,communicate,v,31040,31.26,0.02,0.0,20754,0.96,4724,5217,1967,3289,2002,3826,2668,7347,38.02,40.56,15.36,26.08,16.92,30.34,21.92,61.33
2597,2598,vary,v,31000,31.22,0.01,0.0,21174,0.91,3177,5145,261,864,673,5428,3171,12280,25.57,40.0,2.04,6.85,5.69,43.05,26.05,102.51
2604,2605,light,v,30928,31.15,0.05,0.01,21530,0.93,2281,2805,4009,1845,11977,4200,2607,1204,18.36,21.81,31.3,14.63,101.22,33.31,21.41,10.05
2609,2610,imply,v,30829,31.05,0.01,0.0,19505,0.93,5895,6550,1180,1360,1612,2723,1614,9895,47.44,50.93,9.21,10.78,13.62,21.6,13.26,82.6
2614,2615,bend,v,30768,30.98,0.07,0.0,20165,0.92,2197,2931,2617,1327,11893,6082,1995,1727,17.68,22.79,20.43,10.52,100.51,48.23,16.39,14.42
2616,2617,exercise,v,30730,30.95,0.06,0.01,18565,0.95,4288,5219,1061,2572,1234,6352,2977,7027,34.51,40.58,8.28,20.39,10.43,50.38,24.45,58.66
2620,2621,ring,v,30684,30.9,0.08,0.02,21472,0.94,2136,2435,4563,2345,11229,3914,3042,1020,17.19,18.93,35.63,18.59,94.9,31.04,24.99,8.51
2629,2630,enhance,v,30470,30.68,0.03,0.0,20135,0.9,3059,3617,592,1144,649,4984,2552,13873,24.62,28.12,4.62,9.07,5.49,39.53,20.96,115.81
2631,2632,slide,v,30451,30.66,0.05,0.01,19048,0.89,1674,2052,2017,1064,15793,4507,2147,1197,13.47,15.95,15.75,8.44,133.47,35.74,17.64,9.99
2642,2643,justify,v,30199,30.41,0.01,0.0,19626,0.94,6458,5915,1092,2540,1150,3028,3062,6954,51.97,45.99,8.53,20.14,9.72,24.01,25.15,58.05
2664,2665,graduate,v,29793,30.0,0.04,0.0,20218,0.97,3714,4182,2232,2555,2322,3777,6873,4138,29.89,32.52,17.43,20.26,19.62,29.95,56.46,34.54
2677,2678,honor,v,29595,29.8,0.06,0.01,21316,0.97,4048,4079,3038,3798,2086,3677,6109,2760,32.58,31.72,23.72,30.11,17.63,29.16,50.18,23.04
2683,2684,urge,v,29531,29.74,0.01,0.0,22964,0.96,2901,3985,575,3808,2786,4629,7161,3686,23.35,30.98,4.49,30.19,23.55,36.71,58.82,30.77
2684,2685,toss,v,29527,29.73,0.09,0.01,20138,0.93,2542,2371,2570,1270,10139,6176,3975,484,20.46,18.44,20.07,10.07,85.69,48.98,32.65,4.04
2698,2699,criticize,v,29408,29.61,0.01,0.0,21042,0.95,4886,4203,582,5697,639,3098,5919,4384,39.32,32.68,4.54,45.17,5.4,24.57,48.62,36.6
2708,2709,assign,v,29315,29.52,0.03,0.0,19143,0.94,2856,4973,1919,1533,2275,3089,3429,9241,22.99,38.67,14.98,12.15,19.23,24.5,28.17,77.14
2712,2713,illustrate,v,29234,29.44,0.1,0.01,19002,0.91,2882,4440,308,1302,653,4427,3214,12008,23.19,34.52,2.4,10.32,5.52,35.11,26.4,100.24
2721,2722,weigh,v,29121,29.33,0.04,0.0,22430,0.97,3071,3451,1839,4425,3269,6297,4295,2474,24.72,26.83,14.36,35.08,27.63,49.94,35.28,20.65
2725,2726,arrange,v,29108,29.31,0.07,0.0,21700,0.96,1892,3064,3064,1579,6001,5943,3997,3568,15.23,23.82,23.92,12.52,50.72,47.13,32.83,29.79
2745,2746,process,v,28916,29.12,0.06,0.01,19034,0.95,3872,4929,1481,2308,1142,4486,2998,7700,31.16,38.32,11.56,18.3,9.65,35.58,24.63,64.28
2746,2747,arise,v,28915,29.12,0.02,0.0,19337,0.92,3172,6270,629,1142,1522,3936,2157,10087,25.53,48.75,4.91,9.05,12.86,31.22,17.72,84.21
2747,2748,kid,v,28911,29.11,0.05,0.02,18728,0.93,2167,1652,17104,3088,3027,931,853,89,17.44,12.84,133.55,24.48,25.58,7.38,7.01,0.74
2750,2751,forgive,v,28897,29.1,0.16,0.01,17243,0.97,3616,3546,9826,2924,4901,2018,1417,649,29.1,27.57,76.72,23.18,41.42,16.0,11.64,5.42
2761,2762,restore,v,28777,28.98,0.05,0.01,19870,0.97,4071,4679,1611,2929,1921,4908,4772,3884,32.76,36.38,12.58,23.22,16.24,38.92,39.2,32.42
2772,2773,print,v,28636,28.84,0.19,0.01,15946,0.9,4246,4923,1618,1589,2363,4098,2792,7007,34.17,38.28,12.63,12.6,19.97,32.5,22.93,58.49
2773,2774,dominate,v,28636,28.84,0.01,0.0,21680,0.95,3759,3592,577,2233,1263,5264,5260,6688,30.25,27.93,4.51,17.7,10.67,41.75,43.21,55.83
2781,2782,detect,v,28574,28.77,0.02,0.0,15751,0.93,2274,3889,1936,1533,2009,6453,2033,8447,18.3,30.24,15.12,12.15,16.98,51.18,16.7,70.51
2783,2784,construct,v,28515,28.72,0.03,0.0,18060,0.91,2732,4053,599,851,1621,3843,2227,12589,21.99,31.51,4.68,6.75,13.7,30.48,18.29,105.09
2791,2792,apologize,v,28462,28.66,0.03,0.01,18863,0.97,3828,3199,8094,4591,3819,1999,2411,521,30.81,24.87,63.2,36.4,32.28,15.85,19.8,4.35
2799,2800,whisper,v,28334,28.53,0.07,0.03,15363,0.84,717,1595,3571,633,18713,1788,964,353,5.77,12.4,27.88,5.02,158.15,14.18,7.92,2.95
2807,2808,evolve,v,28257,28.46,0.02,0.0,19122,0.95,4357,4961,1214,1897,1136,5704,2841,6162,35.07,38.57,9.48,15.04,9.6,45.24,23.34,51.44
2816,2817,schedule,v,28174,28.37,0.03,0.0,22600,0.95,3232,3673,1706,2845,1455,4027,8730,2506,26.01,28.56,13.32,22.56,12.3,31.94,71.71,20.92
2827,2828,advance,v,28014,28.21,0.05,0.0,20296,0.96,3749,4450,958,1844,2016,4043,4579,6375,30.17,34.6,7.48,14.62,17.04,32.06,37.61,53.22
2829,2830,swing,v,27981,28.18,0.06,0.01,17918,0.92,1989,2150,2828,1568,11356,4778,2640,672,16.01,16.72,22.08,12.43,95.98,37.89,21.69,5.61
2833,2834,wipe,v,27952,28.15,0.05,0.01,19702,0.93,2626,2915,3691,1858,10547,3434,2170,715,21.13,22.66,28.82,14.73,89.14,27.23,17.82,5.97
2836,2837,line,v,27910,28.11,0.05,0.01,22540,0.96,2856,2553,2323,2554,6370,5137,4982,1135,22.99,19.85,18.14,20.25,53.84,40.74,40.92,9.47
2838,2839,resist,v,27867,28.06,0.03,0.0,21128,0.97,3040,3340,2286,2268,4198,4656,3082,4997,24.47,25.97,17.85,17.98,35.48,36.93,25.32,41.71
2839,2840,request,v,27861,28.06,0.05,0.0,19495,0.97,3612,6003,3020,1926,1842,2992,4266,4200,29.07,46.67,23.58,15.27,15.57,23.73,35.04,35.06
2841,2842,shape,v,27828,28.02,0.03,0.0,20503,0.95,2743,3277,946,1819,2759,5248,3394,7642,22.08,25.48,7.39,14.42,23.32,41.62,27.88,63.79
2843,2844,guarantee,v,27824,28.02,0.02,0.0,21669,0.97,4510,4399,2835,3439,1320,3780,3905,3636,36.3,34.2,22.14,27.26,11.16,29.98,32.08,30.35
2848,2849,race,v,27773,27.97,0.11,0.02,16576,0.95,2901,2427,2187,2147,6353,4915,5676,1167,23.35,18.87,17.08,17.02,53.69,38.98,46.62,9.74
2849,2850,confront,v,27771,27.97,0.04,0.0,20988,0.96,2867,3691,1374,3867,2272,4011,3725,5964,23.07,28.7,10.73,30.66,19.2,31.81,30.6,49.79
2853,2854,occupy,v,27708,27.9,0.16,0.0,18751,0.96,4031,4992,996,1806,3641,3768,3421,5053,32.44,38.81,7.78,14.32,30.77,29.88,28.1,42.18
2859,2860,proceed,v,27636,27.83,0.05,0.0,20027,0.97,2951,5217,2707,2912,2873,3034,2711,5231,23.75,40.56,21.14,23.09,24.28,24.06,22.27,43.67
2860,2861,violate,v,27630,27.82,0.01,0.0,17809,0.96,4118,4694,1505,4029,936,2741,4983,4624,33.14,36.5,11.75,31.94,7.91,21.74,40.93,38.6
2865,2866,snap,v,27586,27.78,0.08,0.03,19078,0.92,1972,2119,2894,1274,11787,4170,2846,524,15.87,16.48,22.6,10.1,99.62,33.07,23.38,4.37
2867,2868,advise,v,27580,27.77,0.02,0.0,21392,0.97,3413,3856,1900,2846,2171,5452,4393,3549,27.47,29.98,14.84,22.56,18.35,43.24,36.08,29.63
2874,2875,access,v,27476,27.67,0.1,0.0,15283,0.88,3935,5147,1553,977,813,3255,1865,9931,31.67,40.02,12.13,7.75,6.87,25.81,15.32,82.9
2882,2883,fund,v,27347,27.54,0.02,0.0,18588,0.95,5139,4508,680,3109,405,4153,5017,4336,41.36,35.05,5.31,24.65,3.42,32.94,41.21,36.2
2884,2885,react,v,27322,27.51,0.02,0.0,20442,0.97,3948,3658,1826,5061,3540,3535,2939,2815,31.77,28.44,14.26,40.12,29.92,28.04,24.14,23.5
2887,2888,supply,v,27255,27.45,0.03,0.0,19788,0.96,3671,4254,1173,1927,1856,5164,3828,5382,29.54,33.08,9.16,15.28,15.69,40.95,31.44,44.93
2889,2890,photograph,v,27239,27.43,0.63,0.02,13729,0.72,1155,1108,661,1083,1349,18514,1491,1878,9.3,8.61,5.16,8.59,11.4,146.83,12.25,15.68
2892,2893,translate,v,27231,27.42,0.07,0.0,19517,0.96,3629,4854,1222,1832,2959,3761,2822,6153,29.21,37.74,9.54,14.52,25.01,29.83,23.18,51.36
2896,2897,spin,v,27184,27.38,0.06,0.01,18343,0.94,2783,2869,2726,1895,8809,4590,2524,988,22.4,22.31,21.28,15.02,74.45,36.4,20.73,8.25
2904,2905,interpret,v,27068,27.26,0.02,0.0,17106,0.91,3149,4858,598,1837,1155,2620,1573,11278,25.34,37.77,4.67,14.56,9.76,20.78,12.92,94.15
2905,2906,plant,v,27047,27.24,0.07,0.01,16509,0.95,2430,2455,2503,1811,4344,7064,3748,2692,19.56,19.09,19.54,14.36,36.71,56.02,30.79,22.47
2906,2907,dismiss,v,27026,27.22,0.03,0.0,19919,0.97,4108,3694,2077,2567,2462,3491,5187,3440,33.06,28.72,16.22,20.35,20.81,27.69,42.61,28.72
2910,2911,incorporate,v,26974,27.16,0.06,0.0,18347,0.91,2930,3538,445,958,464,4319,2468,11852,23.58,27.51,3.47,7.6,3.92,34.25,20.27,98.94
2911,2912,split,v,26970,27.16,0.04,0.01,21194,0.99,3110,3214,4527,2549,3660,4154,3692,2064,25.03,24.99,35.35,20.21,30.93,32.94,30.33,17.23
2916,2917,chase,v,26901,27.09,0.15,0.02,19276,0.98,2728,2661,5633,2497,5503,3392,3612,875,21.96,20.69,43.98,19.8,46.51,26.9,29.67,7.3
2917,2918,sigh,v,26874,27.06,0.21,0.13,12092,0.86,405,1288,9951,137,13418,960,557,158,3.26,10.01,77.7,1.09,113.4,7.61,4.58,1.32
2918,2919,assure,v,26863,27.05,0.01,0.0,21213,0.98,3158,3527,2977,2391,4811,3176,3058,3765,25.42,27.42,23.24,18.96,40.66,25.19,25.12,31.43
2920,2921,taste,v,26826,27.01,0.03,0.01,15279,0.95,2220,2184,4146,1839,5159,5238,5634,406,17.87,16.98,32.37,14.58,43.6,41.54,46.28,3.39
2924,2925,free,v,26787,26.98,0.11,0.01,19912,0.98,3606,3904,3442,2474,3414,3589,3659,2699,29.02,30.35,26.87,19.61,28.85,28.46,30.06,22.53
2927,2928,update,v,26744,26.93,0.24,0.07,17811,0.92,7558,7985,740,1511,494,3416,2754,2286,60.83,62.09,5.78,11.98,4.18,27.09,22.62,19.08
2930,2931,possess,v,26713,26.9,0.02,0.0,17948,0.95,3012,4940,2007,711,3595,3218,1922,7308,24.24,38.41,15.67,5.64,30.38,25.52,15.79,61.01
2935,2936,calculate,v,26570,26.76,0.03,0.0,15704,0.91,2924,4637,677,955,1631,3491,1947,10308,23.53,36.05,5.29,7.57,13.78,27.69,15.99,86.05
2936,2937,hurry,v,26561,26.75,0.35,0.02,15464,0.9,558,1001,12650,744,9605,1026,693,284,4.49,7.78,98.77,5.9,81.18,8.14,5.69,2.37
2942,2943,bite,v,26532,26.72,0.06,0.01,18272,0.95,2880,2997,5747,1866,8027,2762,1664,589,23.18,23.3,44.87,14.79,67.84,21.9,13.67,4.92
2946,2947,glance,v,26481,26.67,0.03,0.0,12434,0.78,586,1220,206,146,22194,1217,614,298,4.72,9.49,1.61,1.16,187.57,9.65,5.04,2.49
2950,2951,found,v,26466,26.65,0.11,0.0,19563,0.94,3320,4301,563,1634,714,6033,5771,4130,26.72,33.44,4.4,12.95,6.03,47.85,47.4,34.48
2952,2953,consume,v,26453,26.64,0.02,0.0,17812,0.96,4851,4774,1142,1527,2138,5386,2448,4187,39.04,37.12,8.92,12.11,18.07,42.72,20.11,34.95
2953,2954,overcome,v,26449,26.63,0.04,0.0,20185,0.96,3930,4293,991,2438,1820,3633,3589,5755,31.63,33.38,7.74,19.33,15.38,28.81,29.48,48.04
2958,2959,dare,v,26363,26.55,0.08,0.02,18775,0.97,3494,3227,6163,1723,6565,2394,1684,1113,28.12,25.09,48.12,13.66,55.48,18.99,13.83,9.29
2964,2965,encounter,v,26259,26.44,0.01,0.0,19857,0.95,3259,3944,941,1351,2500,4733,2680,6851,26.23,30.67,7.35,10.71,21.13,37.54,22.01,57.19
2971,2972,wind,v,26183,26.37,0.03,0.0,20975,0.97,2840,2659,2778,3228,5055,4529,4083,1011,22.86,20.67,21.69,25.59,42.72,35.92,33.54,8.44
2982,2983,highlight,v,26029,26.21,0.05,0.02,19231,0.92,3966,4327,218,1201,519,3853,3437,8508,31.92,33.64,1.7,9.52,4.39,30.56,28.23,71.02
2989,2990,freeze,v,25985,26.17,0.13,0.02,17432,0.96,1864,2070,5116,1912,7358,4215,2442,1008,15.0,16.09,39.95,15.16,62.19,33.43,20.06,8.41
2992,2993,negotiate,v,25963,26.15,0.02,0.0,17226,0.95,2643,2808,1530,5149,1232,3055,4680,4866,21.27,21.83,11.95,40.82,10.41,24.23,38.44,40.62
2997,2998,murder,v,25889,26.07,0.03,0.01,15449,0.97,2736,3087,6987,5230,3023,1888,2011,927,22.02,24.0,54.55,41.46,25.55,14.97,16.52,7.74
2999,3000,retain,v,25881,26.06,0.01,0.0,19407,0.94,3111,4328,483,1023,1270,4741,3841,7084,25.04,33.65,3.77,8.11,10.73,37.6,31.55,59.14
3002,3003,testify,v,25823,26.0,0.02,0.0,13552,0.93,1716,2810,3157,7517,918,2450,5430,1821,13.81,21.85,24.65,59.59,7.76,19.43,44.6,15.2
3006,3007,qualify,v,25774,25.96,0.01,0.0,17771,0.96,4221,5085,1347,2451,1058,2935,5204,3473,33.97,39.54,10.52,19.43,8.94,23.28,42.75,28.99
3010,3011,concentrate,v,25761,25.94,0.04,0.0,20218,0.96,2432,2790,2389,1899,4145,4428,2829,4849,19.57,21.69,18.65,15.06,35.03,35.12,23.24,40.48
3019,3020,screw,v,25632,25.81,0.12,0.01,16705,0.95,4329,3228,10081,1298,3562,2132,784,221,34.84,25.1,78.71,10.29,30.1,16.91,6.44,1.84
3026,3027,accompany,v,25567,25.75,0.03,0.0,20175,0.95,1964,3464,799,1147,3693,4349,3762,6389,15.81,26.93,6.24,9.09,31.21,34.49,30.9,53.33
3036,3037,house,v,25510,25.69,0.11,0.01,18486,0.96,2980,3111,848,2292,1941,4344,6252,3742,23.98,24.19,6.62,18.17,16.4,34.45,51.35,31.24
3038,3039,store,v,25475,25.65,0.04,0.0,16426,0.95,3567,4897,1135,1196,2064,6306,2743,3567,28.71,38.08,8.86,9.48,17.44,50.01,22.53,29.78
3040,3041,surprise,v,25449,25.63,0.05,0.01,20672,0.97,3425,2750,3887,4627,5015,2595,2390,760,27.56,21.38,30.35,36.68,42.38,20.58,19.63,6.34
3046,3047,witness,v,25418,25.6,0.06,0.01,19888,0.98,3534,3753,2178,2764,2775,3682,2932,3800,28.44,29.18,17.01,21.91,23.45,29.2,24.08,31.72
3048,3049,register,v,25367,25.55,0.06,0.0,16911,0.96,4342,4609,1661,1927,2591,2814,4310,3113,34.94,35.84,12.97,15.28,21.9,22.32,35.4,25.99
3051,3052,tap,v,25295,25.47,0.07,0.01,18158,0.95,2146,2833,2054,1709,7419,4179,3179,1776,17.27,22.03,16.04,13.55,62.7,33.14,26.11,14.83
3056,3057,favor,v,25274,25.45,0.0,0.0,18646,0.95,3243,3294,630,2296,1448,4256,4821,5286,26.1,25.61,4.92,18.2,12.24,33.75,39.6,44.13
3061,3062,market,v,25191,25.37,0.14,0.01,16915,0.95,4560,3339,533,1791,655,4874,5521,3918,36.7,25.96,4.16,14.2,5.54,38.65,45.35,32.71
3069,3070,convert,v,25123,25.3,0.03,0.0,17027,0.95,4101,4421,879,1132,1560,4674,3542,4814,33.01,34.37,6.86,8.97,13.18,37.07,29.09,40.19
3078,3079,impress,v,24977,25.15,0.03,0.01,20022,0.98,3612,3273,3762,1985,4048,3599,3163,1535,29.07,25.45,29.37,15.74,34.21,28.54,25.98,12.81
3080,3081,adapt,v,24934,25.11,0.09,0.01,17745,0.94,3203,3566,833,1064,1033,4579,3169,7487,25.78,27.73,6.5,8.44,8.73,36.32,26.03,62.5
3088,3089,alter,v,24900,25.07,0.05,0.01,17986,0.95,2988,4109,1385,1305,1790,4159,2494,6670,24.05,31.95,10.81,10.35,15.13,32.98,20.49,55.68
3093,3094,beg,v,24867,25.04,0.04,0.01,18770,0.97,2703,2811,6733,2121,5771,2100,1657,971,21.75,21.86,52.57,16.82,48.77,16.65,13.61,8.11
3101,3102,damage,v,24780,24.95,0.04,0.0,18807,0.97,3559,3723,2155,3290,1718,4209,3691,2435,28.64,28.95,16.83,26.08,14.52,33.38,30.32,20.33
3108,3109,borrow,v,24662,24.84,0.04,0.01,17401,0.99,3379,3359,4654,2155,2568,3163,2999,2385,27.19,26.12,36.34,17.08,21.7,25.09,24.63,19.91
3115,3116,double,v,24576,24.75,0.03,0.01,19594,0.96,3080,2939,1647,2260,1858,5351,5360,2081,24.79,22.85,12.86,17.92,15.7,42.44,44.03,17.37
3122,3123,educate,v,24527,24.7,0.05,0.0,17405,0.95,5098,4226,616,2538,789,3040,3175,5045,41.03,32.86,4.81,20.12,6.67,24.11,26.08,42.12
3124,3125,risk,v,24524,24.7,0.07,0.01,19159,0.99,3014,2754,4111,2277,3140,3126,2660,3442,24.26,21.41,32.1,18.05,26.54,24.79,21.85,28.73
3126,3127,scare,v,24484,24.66,0.04,0.01,17890,0.97,2658,2129,8818,2838,4169,1912,1634,326,21.39,16.55,68.85,22.5,35.23,15.16,13.42,2.72
3137,3138,wave,v,24391,24.56,0.02,0.0,15922,0.87,1367,1445,1389,1271,14222,2139,2011,547,11.0,11.24,10.85,10.08,120.2,16.96,16.52,4.57
3155,3156,sink,v,24129,24.3,0.03,0.01,17502,0.94,2172,2836,2121,1664,7826,3844,2676,990,17.48,22.05,16.56,13.19,66.14,30.49,21.98,8.26
3157,3158,ruin,v,24113,24.28,0.03,0.01,17978,0.97,3412,3001,8237,1847,3523,1992,1547,554,27.46,23.33,64.31,14.64,29.77,15.8,12.71,4.62
3158,3159,balance,v,24104,24.27,0.04,0.0,18417,0.96,3537,3091,694,3442,2497,3910,3279,3654,28.47,24.03,5.42,27.29,21.1,31.01,26.93,30.5
3162,3163,swim,v,24072,24.24,0.06,0.01,13747,0.95,1666,1896,3920,1673,6998,3866,2834,1219,13.41,14.74,30.61,13.26,59.14,30.66,23.28,10.18
3168,3169,distribute,v,24006,24.17,0.03,0.0,17417,0.95,3034,4500,589,1501,784,3650,3798,6150,24.42,34.99,4.6,11.9,6.63,28.95,31.2,51.34
3174,3175,flow,v,23932,24.1,0.01,0.0,17709,0.97,2689,3276,1350,1624,4268,4289,2970,3466,21.64,25.47,10.54,12.88,36.07,34.02,24.4,28.93
3180,3181,sweep,v,23911,24.08,0.03,0.0,18452,0.95,1826,2202,1819,1952,7398,3729,3583,1402,14.7,17.12,14.2,15.48,62.52,29.57,29.43,11.7
3186,3187,practice,v,23797,23.96,0.03,0.0,17932,0.97,3003,3074,1689,1810,2645,3169,2874,5533,24.17,23.9,13.19,14.35,22.35,25.13,23.61,46.19
3194,3195,bake,v,23686,23.85,0.28,0.03,10104,0.88,2172,1714,1617,1039,1991,10083,4767,303,17.48,13.33,12.63,8.24,16.83,79.97,39.16,2.53
3197,3198,yield,v,23640,23.81,0.06,0.01,15921,0.92,2013,2946,416,752,1199,5615,2592,8107,16.2,22.91,3.25,5.96,10.13,44.53,21.29,67.68
3204,3205,correct,v,23582,23.75,0.05,0.0,17518,0.97,3986,3987,2397,2586,2813,2386,1916,3511,32.08,31.0,18.72,20.5,23.77,18.92,15.74,29.31
3206,3207,upset,v,23566,23.73,0.02,0.01,18218,0.98,2883,2432,5542,3551,3502,1971,2780,909,23.2,18.91,43.27,28.15,29.6,15.63,22.84,7.59
3210,3211,defeat,v,23537,23.7,0.02,0.01,16064,0.96,3297,4214,2240,3089,1387,2735,4642,1933,26.53,32.76,17.49,24.49,11.72,21.69,38.13,16.14
3215,3216,spot,v,23494,23.66,0.04,0.01,17548,0.95,1951,2108,2192,1597,6559,5404,2946,737,15.7,16.39,17.12,12.66,55.43,42.86,24.2,6.15
3219,3220,guide,v,23475,23.64,0.1,0.01,18146,0.95,2464,3382,1256,1065,2531,3814,2533,6430,19.83,26.3,9.81,8.44,21.39,30.25,20.81,53.68
3225,3226,appeal,v,23427,23.59,0.02,0.0,18091,0.96,3186,3459,851,3586,1296,3257,4553,3239,25.64,26.89,6.64,28.43,10.95,25.83,37.4,27.04
3230,3231,ban,v,23359,23.52,0.05,0.0,14767,0.95,4407,3396,808,3965,510,3282,4990,2001,35.47,26.4,6.31,31.43,4.31,26.03,40.99,16.7
3232,3233,constitute,v,23339,23.5,0.0,0.0,14737,0.89,2496,4092,268,778,648,2396,1436,11225,20.09,31.82,2.09,6.17,5.48,19.0,11.8,93.71
3234,3235,bless,v,23307,23.47,0.17,0.01,15024,0.96,5106,4235,4415,2589,2523,2062,1655,722,41.09,32.93,34.47,20.53,21.32,16.35,13.59,6.03
3240,3241,crash,v,23281,23.44,0.07,0.03,16629,0.97,2386,2642,4232,2629,4872,2997,2949,574,19.2,20.54,33.04,20.84,41.18,23.77,24.22,4.79
3259,3260,sue,v,23083,23.25,0.03,0.0,13665,0.96,2902,2714,2930,4275,995,2792,4982,1493,23.36,21.1,22.88,33.89,8.41,22.14,40.92,12.46
3263,3264,differ,v,23032,23.19,0.01,0.0,15130,0.89,2270,3515,354,911,492,2405,1437,11648,18.27,27.33,2.76,7.22,4.16,19.07,11.8,97.24
3280,3281,flee,v,22896,23.06,0.02,0.0,16078,0.96,1797,2929,1429,2802,4317,3229,4732,1661,14.46,22.77,11.16,22.21,36.49,25.61,38.87,13.87
3288,3289,pause,v,22805,22.97,0.02,0.0,14291,0.85,996,1437,347,776,13850,2291,2285,823,8.02,11.17,2.71,6.15,117.05,18.17,18.77,6.87
3290,3291,rub,v,22774,22.93,0.07,0.01,15514,0.9,1316,1706,2589,1008,10614,3606,1483,452,10.59,13.26,20.21,7.99,89.7,28.6,12.18,3.77
3302,3303,confuse,v,22680,22.84,0.02,0.0,17956,0.98,4121,4001,2962,2124,3680,2289,1713,1790,33.17,31.11,23.13,16.84,31.1,18.15,14.07,14.94
3308,3309,characterize,v,22657,22.82,0.01,0.0,15106,0.88,1821,2995,194,1426,351,2564,1666,11640,14.66,23.29,1.51,11.31,2.97,20.33,13.68,97.17
3310,3311,decrease,v,22654,22.81,0.02,0.0,13814,0.9,2996,3701,255,819,254,3109,1481,10039,24.11,28.78,1.99,6.49,2.15,24.66,12.17,83.8
3314,3315,stress,v,22587,22.75,0.02,0.0,17090,0.95,2802,2871,1423,1927,762,3706,2867,6232,22.55,22.32,11.11,15.28,6.44,29.39,23.55,52.02
3317,3318,cancel,v,22480,22.64,0.05,0.01,15411,0.97,3469,3227,4149,2574,1683,2519,3815,1044,27.92,25.09,32.4,20.41,14.22,19.98,31.34,8.72
3318,3319,derive,v,22469,22.63,0.01,0.0,14107,0.89,2272,4421,279,450,651,2791,1065,10540,18.29,34.37,2.18,3.57,5.5,22.13,8.75,87.99
